Datetime,Content,Username,DisplayName,Location,Lang,Content_en,Polarity,subjectivity
2023-05-17 05:38:44+00:00,miseleccionmx no pues evitense las heridas del corazon y llevenlo hasta que lo pensione el imss junto con ochoa,jbarron62,jose barron,los angeles,es,"MISLECTIONMX No, therefore, the wounds of the heart and take it until the IMSS is pensioned together with eight",0.0,0.0
2023-05-25 13:05:52+00:00,"asi la dizque obra publica de la 4t
1 hace mucho documentamos incumpliento de las normas en el aifa
2 colapsan pilotes durante pruebas de carga en el tren maya
3 techumbre de hospital del imss en puebla recien inaugurado presenta fracturas
la corrupcion inocultable httpstcob9tcj1xnm8",mbcorona,miguel corona achu,unknown,es,"Thus, the public work of the long documented breach of the standards in the Alfa Collapsan piles during load tests on the Mayan Train roof of the IMSS hospital in Puebla recently opened presents fractures the inocible corruption",-0.016666666666666666,0.2388888888888889
2023-06-10 21:32:30+00:00,"lubvelazquez tuimss felicidades sra yo opino muy bien del imss e isste
los medicos son excelentes",blancasala17,blanca salas,unknown,es,Lubvelazquez Tuimss Congratulations Ms.,0.0,0.0
2023-06-01 11:33:12+00:00,imss anuncia 160 millones para fortalecer el servicio en q roo httpstcowk4ziitv8c httpstcoa3jn5zkeqn,novedadesqroo,novedades de quintana roo,"cancun, quintana roo",es,IMSS announces millions to strengthen the service in Q gold,0.0,0.0
2023-05-11 22:31:23+00:00,tuimss zoerobledo mi nombre es carlos quiroz ortiz mi numero es el 5514662972 soy familiar de un paciente sobreviviente de cancer gracias al imms fue atendido en el  siglo xxi posterior a sus atenciones en ese hospital fue canalizado a su hospital de zona la 98 de coacalco en el estado de mexico,carlo59163399,carlo,unknown,es,TUIMSS ZOEROBLEDO My name is Carlos Quiro Otis My number is the family of a cancer surviving patient thanks to the MMS was treated in the 21st century after his attention in that hospital was channeled to his hospital in Zona de Coacalco in the state of Mexico,0.1,0.1
2023-05-28 03:16:15+00:00," imsspue y tuimss 
denuncio el nefasto servicio
llegamos con el paciente grave y en la clinica nos mandan la margatita y en la margatita nos mandan a la clinica 55 literalmente nos rechazan
no enganes al presidente zoerobledo",soyyoletizia,letizia si soy yo,unknown,es,IMSSPUE AND TIMSS Denunciation The ominous service we arrive with the serious patient and in the clinic they send us the margarita and in the Margarita they send us to the clinics they literally reject us do not deceive the President Zoerobledo,-0.3333333333333333,0.6666666666666666
2023-06-05 20:39:20+00:00,jesusrcuevas puros cuentos para enganar tontos ignorantes a los ninos les quitaron las vacunas a los ninos ya ni siquiera tiene valor la cartilla de vacunacion les quitaron medicinas para cancer les quitaron el alimento de las escuelas de tiempo completo y ni siquiera surten recetas imss httpstcoa7uxopzdou,aaguayo01,aaguayo,unknown,es,Jesusrcuevas Puro stories to engage fools ignorant to the children took away the vaccines from the children already has even value the vaccination book,0.0,0.0
2023-05-29 04:44:15+00:00," el acceso a un aborto seguro en mexico tiene grandes obstaculos el mas inquietante es que el instituto mexicano del seguro social imssque ahora concentrara todos los servicios medicos en mexicono acepta interrumpir un embarazo desde hace 16 anos
httpstcoqlzisfltcp",alearmenta_,alejandra armenta,unknown,es,Access to a safe abortion in Mexico has great obstacles the most disturbing is that the Mexican Social Security Institute IMSSQUE now concentrate all medical services in Mexican accepts to interrupt a pregnancy for years HTTPSTCOQLZISFLTCP,0.1425925925925926,0.29074074074074074
2023-05-25 13:05:00+00:00,lopez va por todas las canicas antes de irse no hemos visto lo peor elimina imssbienestar incentivos para enfermeras  via reforma httpstcodgtcct63ui,1pantonio,antonio palacios !sean serios!,"saltillo coahuila, mexico",es,Lopez goes for all marbles before leaving we have not seen the worst eliminates IMSSbienestar incentives for nurses via reform,-1.0,1.0
2023-06-25 01:32:34+00:00,prefiero morirme que volver a imss,luis11gr,ramos<,"teapa, tabasco",es,I prefer to die than to return to IMSS,0.0,0.0
2023-06-02 21:31:26+00:00,neurosurgeonnn lopezobrador beatrizgmuller adanaugusto ceavmex cndh yuriddhh rosariopiedraib tuimss tuimssgto nunca por esta o este o esto que chingados es esa madre delfinagomeza  httpstcoopgucalycx,norbertoledezma,norberto ledezma,unknown,es,Neurgeonn Lopezobrador Beatrizgmuller Ceavmex Ceavmex every Yuriddhh,0.0,0.0
2023-05-08 16:01:07+00:00,infogobmexico ferbelaunzaran como cuando ahorran sin comprar medicamentos tuimss  httpstcocnubsh0exy,c_anamr,anamr,ensenada,es,Infogobmexico Ferbelaunzar will like when they save without buying tuneims medications,0.0,0.0
2023-06-12 17:35:17+00:00,"salud imss queretaro realizara jornada de vasectomias sin bisturi del 12 al 30 de junio

se trata de un procedimiento quirurgico ambulatorio con una duracion de 15 a 20 minutos
 httpstco3dwzpor1ng httpstcopso6zf3ofj",adnqro,adn informativo queretaro,queretaro,es,Health IMSS Queretaro will make a day of vasectomies without a scuri from the June is an outpatient surgical procedure with a duration of minutes,0.0,0.0
2023-06-23 14:31:43+00:00,"elaguilac arouetv derechairo
el asunto es q esa gente pobre y trabajadora deberia ser antendida en imss pero tu amo lo ha anulado al reducir su presupuesto
ese cabron en vez de fortalecer las instituciones las desmadra o cancela
debe ser juzgado por sus crimenes de lesa humanidad",azazuetadavid,david azazueta,unknown,es,"Elaguilac Aroouetv Right The issue is that those poor and hardworking people should be attended in IMSS but your master has annulled him by reducing his budget that bastard instead of strengthening the institutions, the institutions are extended or canceled must be judged by their crimes against humanity",-0.05714285714285716,0.5678571428571428
2023-04-27 00:04:51+00:00,tuimss zoerobledo sus mentiras su atencion es dar un folio que sirve igual que ustedes para nada porque le quisieron quitar sus recetas a mi papa porque mienten al decir que no hay desabasto,bibiana2056,bibiana ivonne hernandez,mexico df,es,TUIMSS ZOEROBLEDO His lies his attention is to give a folio that serves the same as you at all because they wanted to remove his recipes from my dad because they lie in saying that there is no contempt,0.0,0.125
2023-06-05 14:29:40+00:00," ultimahora 
reportan en la esquina del jardin de ninos estefania castaneda enfrente del imss una hielera con una cabeza de cerdo   en su interior httpstcotwqi3evf6t",sofyvaldivia,sofy valdivia,"oaxaca, mexico",es,Ultimahora report in the corner of the Children's Garden Estefania Costanera in front of the IMSS an ice cream with a pig head inside,0.0,0.0
2023-05-15 13:57:48+00:00,sergiosarmiento buenos diaslo que acaban de decir de que el imss atendio la emergencia de la pandemia por covid es falso de que hay un servicio bueno es falso que hay lo necesario es falso vallan al hospital conocido como de los venados esta para llorar,marygon24340794,mary gonzalez,unknown,es,Sergiosarmiento Good Devil who just said that the IMSS attended the emergence of the pandemia for food is false that there is a good service is false that there is what is necessary is false to the hospital known as the deer is to cry,0.033333333333333263,0.6666666666666666
2023-05-26 05:27:56+00:00,miourdeseliza adridelgadoruiz tuimss si la ingeniera era derechohabiente despues de la atencion en la empresa debio acudir a imss  y ya teniendo conocimiento del caso la hubieran orientado para proceder vs su empleador,compaviktor1312,compaviktor,"distrito federal, mexico",es,Miourdeliza adridentelloruiz tuness if the engineer was right after the attention in the company should go to IMSS and already having knowledge of the case would have oriented it to proceed vs. their employer,0.2857142857142857,0.5357142857142857
2023-01-24 00:01:29+00:00,sigue las recomendaciones de la secretaria de salud tabasco y cierrale la puerta al dengue no bajes la guardia checa esta informacion httpstcou4l4sg5t90,gobierno_tab,gobierno de tabasco,"villahermosa, tabasco",es,Follow the recommendations of the Secretary of Health Tabasco and close the door to dengue do not lower your guard Czech this information,0.0,0.0
2023-06-17 02:46:18+00:00,econsultaver zoerobledo  tuimss  apoyo jefe,osvaldobarragn3,valdo vieira,"toluca, mexico",es,ECONSULTAVER ZOEROBLEDO TUIMSS HEAD SUPPORT,0.0,0.0
2023-04-27 20:15:14+00:00,gobiernomx tuimss ahora sera mucho peor que cuba,aligaga66,alizee,cmx,es,Tuimss Government will now be much worse than Cuba,-0.4,0.6
2023-06-15 19:31:04+00:00,anafvega ezshabot no puede con el imss y quiere un estado  que desgracia para los chiapanecos morenadestruyendoamexico,llagarchitects,vicente llaguno,unknown,es,Naviga EzShabot cannot with the IMSS and wants a state that misfortune for Chiapanecos Morenadestruragandoamexico,0.2,0.1
2023-02-13 14:30:33+00:00,lopezobrador cada una d las actividades no esten afectando al vecindario venta no autorizada d bebidas alcoholicas fuertes cervezas negocio todo sucio en plena cocina lleno d basura esa es la higiene con la q permite trabaja la secretaria de salud siendo lacede en pleno acapulco esa es,fernand25895774,fernando,unknown,es,LOPEZOBRADOR Each D The activities are not affecting the unauthorized sale neighborhood of alcoholic beverages strong beers business all dirty in full kitchen of garbage.,-0.016666666666666677,0.6458333333333333
2023-04-29 02:47:47+00:00,"blancasmadrigal tuimss te hablan inche viejo bolsas miadas hdp  no que ya habia medicamento

lopezobrador",oyervides67,mapache,"monterrey, n.l.",es,White,0.0,0.0
2023-03-06 19:20:57+00:00,presta atencion a las recomendaciones que acerca la secretaria de salud y la coepra para evitar accidentes en albercas y cuerpos de agua cuida  a tu familia de accidentes ssaludsonora httpstco7qu2s1kk5r,federicoyang,federico yang,unknown,es,Pay attention to the recommendations that the Secretary of Health and the Purchase approaches to avoid accidents in pool and water bodies take care of your family of accidents Ssaludsonora,0.0,0.0
2023-05-06 17:10:06+00:00,"neurosurgeonnn lopezobrador tuimss tuimssgto adanaugusto yuriddhh rosariopiedraib rosaicela ceavmex cndh ccplopezobrador 
adanaugusto 
rosaicela 
rosariopiedraib 
justicia para jesus arroyo
neurosurgeonnn httpstcooobhkmyd0u",jacinta_camila,jacinta camilapiel canela morena  ,a la izquierda de la luna,es,Neurgeonn LopezObrador Timsss Timssgto Comanugusto Yuriddhh Rosariopiedraib Rosaicela CEAVMEX Each Cc PlopPople,0.0,0.0
2023-05-25 16:42:31+00:00,ladulcevid4 jjdiazmachuca lopezobrador tuimss pues en todas las clinicas y hospitales del tuimss estan sobre saturados,mago313,gerardo sauceda,unknown,es,JJDIAZMACUCA LOPEZOBRADOR TUIMSS because in all the timss clinics and hospitals they are about saturated,0.0,0.0
2023-04-29 19:12:56+00:00,weirdhonie kuroikuchi brieyonce tuimss entonces habla bien insurance no aplica en espanol para seguridad social  solo para polizas privadas,dianuts,d,cdmx via merida,es,Weirdhonie Kuroikuchi Brieyonce Tuimsss then speaks well insurance does not apply in Spanish social security just for private beatings,0.011111111111111112,0.14722222222222223
2023-04-29 19:58:07+00:00,lopezdoriga y la hija de geraldine nacio en estados unidos un pais que odia lopez obrador llama de neoliberales y la austeridad no que sus militantes de morena se iban a atender en el imss o isssssste,dmtzavila16,daniel martinez avila,unknown,es,Lopezdoriga and Geraldine's daughter was born in the United States a country that hates Lopez Obrador Llama de Neoliberals and austerity not that her Morena militants were going to attend at the IMSS or ISSSSSTE,0.0,0.0
2023-04-28 01:25:31+00:00,soylajefita carlosloret fernandocobreti lopezobrador lo bueno es que cuando loret sea presidente y tu secretaria de salud seremos como dinamarca cinicos,raulfraga12,raul fraga,unknown,es,Soylajefita Carlosoret Fernandocobreti Lopezobrador The good thing is that when Lores is President and your Secretary of Health we will be as Cinico Denmark,0.7,0.6000000000000001
2023-02-22 03:48:49+00:00,aplica gratuitamente secretaria de salud esquema basico de vacunacion en colonias de ensenada httpstcowwsuxpbf0r,elminuterocom,el minutero,mexico,es,Apply free secretary of health basic vaccination scheme in Ensenada colonies,0.2,0.4625
2023-06-15 18:53:31+00:00,lajornadaonline zoerobledo tuimss imssbienestar en morelos ya lo dejaste a medias esta abandonado y se firmo el acuerdo de desde octubre del 2022 la infraestructura pesima de unidades sigue pesima mobiliario y equipo igual   tabulador de trabajadores sigue en las mismas la falta de especialistas tambien entonces ,analiticoo,rincon de la cuchufleta,morelos ,es,"LAJORNADINLINE ZOEROBLEDO TUIMSS IMSSSBienestar In models you already left it half -abandoned and the agreement from October of the pestic infrastructure of units was signed, follow",-0.08333333333333333,0.08333333333333333
2023-04-10 13:30:54+00:00,lbertoortiz anabelortizb donizquierdo gustavobolivar hollmanmorris lajulietamm matador000 subcantante mirandabogota karolsolismenco luzdaroca medico sin conocimiento invoque el art 168 ley 100 y el 131 de cpp active la coordinacion de sem junto con vigilancia y control de la secretaria de salud y me pregunto que hace un medico general en una ambulancia cuando la ley 116407 prohibe en donde esta la referencia,alvaroricom,donalv,unknown,es,Lbertoortiz Anabelortizb Donizquierdo Gustavobolivar Hollmanmorris lajulietamm Subcantante mirandabogota karolsolismenco light medical without knowledge invoke the art law and that of app activate the coordination of sem along with surveillance and control of the Secretary of Health and I wonder what a general doctor does in an ambulance when the law prohibits where the reference is,0.15000000000000002,0.39999999999999997
2023-04-17 09:21:52+00:00,salud el 12 de mayo se llevara a cabo la 1 jornada internacional de celiaquia de la unlp organizada por la secretaria de salud universitaria con la presencia de especialistas locales y extranjeros las inscripciones deben formalizarse en el enlace httpstcoeloceevqsy httpstco3ckps5jhpx,arribaquevamos,8am arriba que vamos,"la plata, argentina",es,"Health on May will take the International Reliquia Day of the UNA organized by the Secretary of University Health with the presence of local and foreign specialists, registrations must formalize in the HTTPSTCOELOCEEVQSY LINK",-0.041666666666666664,0.041666666666666664
2023-04-29 05:01:49+00:00,imssyucatan qepd,ale_victorin,alejandra victorin,unknown,es,IMSSYUCATAN SEPA,0.0,0.0
2023-05-14 23:31:01+00:00,anonymousmx tuimss xq el q graba no hace nada,joao_cam77,joao da rosa,unknown,es,Anonymous Timsss x The Q Grade does nothing,0.0,0.0
2023-01-23 03:40:00+00:00,"importante  la secretaria de salud llevara vacunas contra covid a escuelas de puebla 

ambasmanos  ivanreyes httpstcomagyyvf7my",ambas_manos,ambas manos,"puebla, mexico",es,Important the Secretary of Health will carry food vaccines to schools from Puebla both mars,0.4,1.0
2023-06-02 17:19:27+00:00,"alguien sabe que tiene que ver la veda electoral con las citas medicas del issstemx

estan recorriendo las citas con el pretexto de las elecciones para gobernador en edomex y coahuila",clickdgo,j.e. vazquez,unknown,es,Someone knows what the electoral closure has to do with the ISSSTEMX medical appointments are touring the appointments with the pretext of the governor elections in Dome and Coagula,0.0,0.0
2023-05-14 07:14:10+00:00,rfunambulista rosaliliatorrs zoerobledo tuimss hessigloxxi el acto sexual en si no seria de escandalosolo que si la dama es una de sus sub ordinadas estaria incurriendo en un delito al usar una posicion de poder para obtener favores sexuales,pilho7981,nos4a2,"el paso, tx",es,"Rfunambulista Rosaliliatorrs Zoerobledo Timss Hessigloxxi The sexual act itself would not be scandalous that if the lady is one of her sub -ordering, she would be happening in a crime when using a position of power to obtain sexual favors",0.5,0.8333333333333334
2023-05-06 21:37:38+00:00,mariodico50 al senador german martinez le boto el imss por sus marranadas y corrupcion le boto su escano morenista al kakash yo votaria por el,contrypbc,contri_bb,unknown,es,"Senator German Martinez Le Boto the IMSS for his starts and corruption, his brunette escape from Takashi would vote for him",0.0,0.0
2023-06-25 18:55:49+00:00,lumendoz issstemx drpedrozenteno no puede ser eso  porque nooo,moniqver,monica verastegui,"monterrey, nuevo leon",es,Dupedrozentan Lumendoz isstemx can't be that because nooo,0.0,0.0
2023-06-19 14:27:32+00:00,"sandraromandia emeequis tuimss hoy si menudo paquete estan dejando los morenacossera que por eso aun no hay oposicion clara de frente al 2024 
no tengan miedo los mexicanos apoyaremos a quien quiera sacar al pais de esta insana actualidad",libertasdhpro,clau.webster 'ego enim libertas',unknown,es,Sandraromandia Emeequis Tuimsss Today if you often are leaving the Morenacossera that that is why there is still no clear opposition in front of the do not fear the Mexicans we will support whoever wants to get the country out of this insane today,-0.2833333333333333,0.49444444444444446
2023-04-13 15:13:26+00:00,nachomierv mxdiputados exijo que se publique en todos los comercios que venden pan y tortilla la tabla nutricional de dichos productos y si debe o no llevar sellos de la secretaria de salud no debemos de consumir alimentos q no cumplan normas como todo alimento enpacado,ra3segura,carlos segura ramos,unknown,es,Nachomierv Deputies demand that it is published in all shops that sell bread and tortilla the nutritional table of said products and whether or should not carry stamps of the Secretary of Health we should not consume food that do not comply with standards such as any packed food,0.0,0.5
2023-05-01 18:21:19+00:00,alexaguirre111 adanaugusto basicamente porque solamente sector privado te puede afiliar al imss para gubernamentales existe el issste,alex37069161,alex,unknown,es,Basically comanage because only private sector can sharpen to IMSS for government there is ISSSTE,0.0,0.6875
2023-06-15 02:02:54+00:00,"makugo ya me imagino imponerle mas cargas y obligaciones a los ciudadanos impuestos y regulaciones para las empresas restricciones a las libertades etc

en una de esas tal vez hasta la secretaria de salud te propuso implementar algun tipo de cuarentena climatica ",cidehameteben,cide hamete benengeli,unknown,es,Magic I imagine imposing more burdens and obligations on citizens taxes and regulations for companies restrictions on freedom etc in one of those perhaps even the Secretary of Health proposed to implement some type of climate quarantine,0.5,0.75
2023-05-16 02:03:01+00:00,pablofase2 chicharoo lajornadaonline lopezobrador tuimss accionnacional claudioxgg nedemocracy usaid le recomiendo leer el codigo penal federal donde el feminicidio se encuentra tipificado en el articulo 325 el cual establece lo siguiente comete el delito de feminicidio quien prive de la vida a una mujer por razones de genero,abeldelgadoram,abel delgado,unknown,es,Chicharos Lajornadonline LopezObrador Tuimss actionnational Claudioxgg Nedemocracy Said I recommend reading the federal criminal code where feminicide is toned in the article which establishes the following commits the crime of femicide who deprives a woman for gender reasons for reasons of gender,-0.2,0.325
2023-05-06 17:53:52+00:00,"continuamos visitando los puestos de salud del municipio 

desde la secretaria de salud visitamos el centro de salud de amaime que cuenta con una inversion en mejoramiento de infraestructura y dotacion para la prestacion del servicio de salud httpstcom2i07kbe1s",alcaldiapalmira,alcaldia de palmira,"palmira, colombia",es,We continue visiting the health positions of the municipality from the Secretary of Health we visited the Amarme Health Center that has an investment in infrastructure and endowment improvement for the provision of the health service,-0.1,0.1
2023-05-03 01:11:30+00:00,"la enfermera soledad pimentel evidencio que en el hospital general de perote veracruz pidieron por oficio reutilizar jeringas y material medico desechable

como consecuencia la autoridad del nosocomio la ceso

que hara la secretaria de salud en el estado a quien respaldara",aaguirre_g,alejandro aguirre g.,unknown,es,Nurse Soledad Pimeón evidence,0.0,0.0
2023-06-15 03:58:36+00:00,matchbox3a cloudofuniverse tuimss no tienen empleados ese es su argumento,danieloso,danieloso,unknown,es,clueudofuniverse tunems have no employees that is their argument,0.0,0.0
2023-06-15 18:13:59+00:00,patmercadoc luisaalcalde misionmexoi ocampoeduardo concamin tuimss oitmexico crommx senadomexicano encabezada por la secretaria de trabajo luisaalcalde   se le paso poner,8hectorjimenez,hector jimenez,unknown,es,Patmercadoc Luisaalcalde missionxixoi ompampoueduardo pollINATES TUIMSS OITMEXICO CHROME SENADOMEXICAN headed by the Secretary of Labor Luisaalcalde is passed,0.0,0.0
2023-06-15 16:02:48+00:00,tuimss  es urgente realizar una limpieza profunda a los banos del 4o piso de hospital gabriel mancera desde el pasado viernes 9 tengo un familiar ahi y me comenta que no han lavado el wc por respeto y por higiene hacia los pacientes se debe de hacer,laugard5,laura garcia,unknown,es,Tuimsss It is urgent to perform a deep cleaning to the Gabriel hospital floor,0.0,0.4
2023-06-20 03:27:27+00:00,icazaalvarez guruza14 ruleslogi zoerobledo imss tengo un registro de enero del 93 no se si sirva,josesal95850897,jose salazar,unknown,es,ICAZAALVAREZ RULESLOGI ZOEROBLEDO IMSS I have a January registration of the I don't know if it serves,0.0,0.0
2023-06-16 19:26:23+00:00,zoerobledo delfinagomeza imssbienestar tuimss imssedomexpte buenas tardes requiero de servicios odontologicos radico en metepec edo mexico por favor pueden indicarme donde acudir muchas gracias,luis_marfox,luis marfox,unknown,es,Zoerobledo Delfinagomeza IMSSBienestar Tuimss IMSSEDOMEXPT,0.0,0.0
2023-05-02 00:26:25+00:00,azucenau y a ellos no les va a tocar el imss bienestar comoen dinamarca hdspm,angelna03851722,angel,unknown,es,Azucenas and they are not going to touch the IMSS well -being eat Denmark Hospital,0.0,0.0
2023-06-02 01:02:35+00:00,spincutter guillermobgr la puntualidad en las citas del imss o del issste en la entrega de los medicamentos en el cumplimiento de los compromisos de entrega de las obras no cuenta inaugurar sin que funcionen por donde lo veas si algo hace este desgobierno es ser impuntual,misael_cave,m castillo,unknown,es,Spincutter Guillermobgr The punctuality in the quotes of the IMSS or the ISSSTE in the delivery of the medicines in the fulfillment of the commitments of delivery of the works does not count inaugurated without them to work where you see it if something does this disgust is to be unpunctual,0.0,0.0
2023-04-29 01:29:56+00:00,monerorictus elfinancieromx tristemente es lo que estamos padeciendo ni aun siendo asegurado del imss te atienden en tiempo,chivisc60,silvia carmona,unknown,es,Monerorictus elfinancieromx sadly is what we are suffering even even being insured of the IMSS they serve you in time,-0.5,1.0
2023-05-06 11:33:37+00:00,"adrianarz guadalupetadei inemexico issstemx sriagralimss justo a tiempo antes del 24
por todos lados se estan apuntalando sino ganan las elecciones tienen al ejercito y auto golpe de estado
estamos perdidos
pobre mexico",jorgega29144653,jorge garcia,unknown,es,Adriana Guadalupetadei INEMEXIC ISSSTEMX SRIAGRALIMSS just in time before the everywhere they are underpinned but they win the elections have the army and a coup d'etat we are lost poor Mexico,0.2,0.5
2023-06-24 01:42:21+00:00,"despilfarra el dinero de los impuestos en obras inutiles
dilapida billones de pesos en pemex y  cfe
y a los medicos los trata como esclavos
la poblacion pagando  quien puede por medicamentos en lugar de atenderse en imss o issste 
ya basta",soniaymel5050,guadalupe flores,unknown,es,Wasting the money of taxes in dilated useless works billion pesos in fight and faith and the doctors are treated as slaves the population paying who can for medications instead of being attended in IMSS or ISSSTE is enough,-0.25,0.35
2023-06-08 23:30:11+00:00,"el presidente lopezobrador aseguro que antes de que concluya su gobierno el sistema de salud imss bienestar va a estar mucho mejor que otros sistemas de salud publica en el mundo y que se esta avanzando
httpstcoslbsed7c0v",_vicenteserrano,sin censura,"chicago, il",es,"President Lopezobrador assured that before his government concludes, the IMSS Welfare System will be much better than other public health systems in the world and that is being advancing",0.125,0.3138888888888889
2023-05-14 03:34:11+00:00,rosaliliatorrs zoerobledo tuimss hessigloxxi tomando su leche de la manana ,lazdan,hanson,unknown,es,ROSALILIATORRERS ZOERObledo TUIMSS HESSIGLOXXI TAKE YOUR MILK OF THE MANANA,0.0,0.0
2023-04-26 22:11:15+00:00,hectora34520991 bereaguilarv y usted no conoce la etica si lo hiciera reconociera que nunca hay nada en el imss e issste que desde siempre se cancelaban cirugias por falta de insumos o cualquier pretexto diga del personal de farmacia que venden las medicinas,argeliaacosta,argelia acosta,unknown,es,Bereguilarv and you do not know the ethics if you did recognize that there is never anything in the IMSS and ISSSTE that surgery will always be canceled due to lack of inputs or any pretext says of the pharmacy staff that sell the medicines,-0.125,0.375
2023-05-11 14:59:17+00:00,tuimss como puedo saber si una receta es falsa  en mi empresa han estado entregando recetas dudosas soy el medico encargado salidos,prez_med,kevin perez villegas,"puebla, mexico",es,Tuimsss how can I know if a recipe is false in my company have been delivering doubtful recipes I am the doctor in charge,-0.6000000000000001,0.75
2023-06-02 16:05:30+00:00,"me mandaron alv en el imss
el vato httpstcorr4czua1x8",montserrattsm,montserrat ,unknown,es,They sent me to the ims the vato,0.0,0.0
2023-05-06 21:46:15+00:00,ricardorochamx emmanuelreyesc o sea el esquema tripartito del imss desaparece para abrir sus servicios de salud a la poblacion no derechohabiente ,lpal_10,luis palacios,ciudad de mexico ,es,Ricardorochamx Emmanuelreyesc or the IMSS tripartite scheme disappears to open their health services to the non -right -wing population,0.14285714285714285,0.5178571428571428
2023-02-25 05:48:31+00:00,"primer muerte por dengue se registra en honduras se trata de una nina de un ano de edad procedente de lempira informo las autoridades de la secretaria de salud
noticiashonduras
periodismounah httpstcosqektli75d",floores_nicolee,nicolee.,honduras,es,First Death by Dengue is registered in Honduras. It is an age of an age from cleaning the authorities of the Secretary of Health News Honduras Journalism Ah,0.25,0.3333333333333333
2023-05-02 23:07:58+00:00,"justo cuando estaba dando una mordida a mi pan entro una llamada del imss para invitarme a bajar imss digital y checarme 

",_el_memo,memo,"uruapan, michoacan de ocampo",es,"Just when I was bite to my bread, an IMSS call to invite me to download digital and crash",0.0,0.0
2023-06-27 17:00:29+00:00,mariodico50 tuimss jajaja jajajaja jajajaja jajajaja jajajaja httpstcogvcith1ewy,airsuplyy,air supply.,pejelandia,es,tuimsss hahaha hahahaha hahahaha hahahaha hahahaha,0.2,0.48
2023-05-25 15:56:02+00:00,hlfrisbie beertomb birmex en mas de 240 horas por organizacion a mas de 350 asociaciones entre ellas de lucha contra la diabetes vih cancer rehabilitacion a deicapacitados etc y el seguro popular fue un excelente mecanismo para que las secretaria de salud estatales se pudieran financiar,cuartodepaz,cuartodepaz,mexico ,es,Hlfrisbie Beertomb I will go more than hours by organization more than associations among them to fight against HIV CANCER DISABILITATION TO DISABLED etc. and the popular insurance was an excellent mechanism for state secretary of health could be financed,0.48,0.64
2023-06-27 05:20:05+00:00,trabajador del imss desaparecio el dia de su cumpleanos fue localizado sin vida en puebla httpstco5pwtn9afom,pluton120,plutarco,"quito, ecuador",es,IMSS worker disappeared on his birthday day he was located lifeless in Puebla,0.0,0.0
2023-06-24 21:51:52+00:00,a toda la gente joven q ha votado por morena sepan q estas cosas las vimos los mexicanos solo en los anos 70s y 80shoy con su camote perdon su lider ysq estamos volviendo a esos tiempos de pobreza del imsspreguntense porquehttpstcohze3jt3r4i,remedise66,reynaldo medina,unknown,es,All the young people who have voted for Morena know that these things were seen by Mexicans only in the years and with their sweet potato forgive their leader and we are returning to those times of poverty of the Imss ask,0.15,0.6833333333333332
2023-06-20 21:48:09+00:00,tuimss imssbienestar zoerobledo que podemos hacer cuando mandan a su casa a morir a una madre joven sin haber encontrado el origen de un posible cancer intestinal se ha solicitado se escale a un hospital nivel 3 y no quieren cardenas y villahermosa tabasco ayudaaaa,soryayanm,sory,unknown,es,Timsss IMSSBienestar Zoerobledo that we can do when they send home to die to a young mother without having found the origin of a possible intestinal cancer has been requested to climb to a level hospital and do not want chains and Villahermosa Tabasco,0.05,0.7
2023-06-27 12:28:53+00:00,"la fedessp estatal a traves del sindicato nacional de trabajadores de bienestar y con el apoyo de la secretaria de salud llevo a cabo ayer  pruebas de vih sifilis y hepatitis c entre sus agremiados
somosfedessp httpstcoiavn9op19j",rogerprezhernn2,roger perez hernandez,unknown,es,The State FedesSP through the National Union of Welfare Workers and with the support of the Secretary of Health carried out HIV Sifilis and Hepatitis C tests yesterday among its appreciated SomosfespSP,0.2,0.1
2023-06-25 17:57:07+00:00,"dontomini  miroslava vargas enfermera del imss dice que mexico estuvo mas alto que dinamarca pero en casos de la covid19 y que dimos nuestra vida para que mexico saliera adelante y dijo que en cambio a ellos el presidente no los escucha

 dontomini httpstcodelosleins",lasillarota,la silla rota,"mexico, distrito federal",es,Dontomini Miroslava Vargas Nurse of the IMSS says that Mexico was taller than Denmark but in cases of the and that we gave our life so that Mexico came forward and said that instead to them the president does not listen to them Dontomini httpstcodelosleins,0.0,0.0
2023-05-02 14:41:41+00:00,omargonzalez792 pat0zz eltemagv la barda nada pero las carreteras donde transitas las calles donde caminas los puertos aeropuertos imss hospitales publicos escuelas publicas universidades como la unam ipn lo hizo amlo pobre diablo ignorante chairo al fin,vortexicx,vortex,unknown,es,Eltemagv the fence is nothing but the roads where to travel the streets where you walk the ports Airports IMSS public hospitals public schools universities such as an in made it bad poor devil ignorant chair finally,-0.18333333333333332,0.48333333333333334
2023-05-24 19:45:08+00:00,ricardobsalinas gruposalinas le van a llover quejas minimo te avientan una media hora sin mucho flujo de gente cuando no hay fila si se va rapido pero la mera neta ya estan como el imss,jangelsamaniego,john rockefeller,unknown,es,RICARDOBSALINAS GROUPS ALMA LLOVER MINIMUM COMPLAINTS THE,0.0,0.0
2023-06-17 20:01:32+00:00,basorarene no alto riesgo pero tampoco me manda el tuimss a siglo xxi no me dan tratamiento ambulatorio y pues hoy es la alta tampoco ambulancia como se pidio en zihuatanejo que fuera viaje redondo,the_cat_isback,katsqueen,wonderland,es,Basorarene not high risk but either the tunems either sends to the 21st century do not give me outpatient treatment and because today it is the high ambulance as you ask in Zihuatanejo that was a round trip,-0.030000000000000002,0.37
