date,drug1,drug2,drug3,drug4,drug5,drug6,drug7,drug8,drug1_sales,drug2_sales,drug3_sales,drug4_sales,drug5_sales,drug6_sales,drug7_sales,drug8_sales
11/3/2016,2.0,1.0,3.0,42.5,3.0,0.0,0.0,1.0,2000.0,799.9999999999999,4500.0,25500.0,1650.0,0.0,0.0,900.0
11/4/2016,8.33,4.373,3.6,24.3,14.0,1.0,6.0,4.2,8330.0,3498.3999999999996,5400.0,14580.0,7700.0,10000.0,2700.0,3780.0
11/5/2016,7.666666667,3.02,5.8,35.4,9.0,0.0,0.0,2.0,7666.666667,2415.9999999999995,8700.0,21240.0,4950.0,0.0,0.0,1800.0
11/6/2016,8.0,4.34,3.0,42.45,3.0,2.0,11.0,5.0,8000.0,3471.9999999999995,4500.0,25470.0,1650.0,20000.0,4950.0,4500.0
11/7/2016,5.0,2.726,6.3,35.0,9.0,0.0,5.0,1.0,5000.0,2180.7999999999997,9450.0,21000.0,4950.0,0.0,2250.0,900.0
11/8/2016,7.0,2.35,8.0,20.0,19.16666667,2.0,8.0,3.0,7000.0,1879.9999999999998,12000.0,12000.0,10541.6666685,20000.0,3600.0,2700.0
11/9/2016,2.34,5.66,1.4,25.0,18.0,0.0,4.0,0.0,2340.0,4527.999999999999,2100.0,15000.0,9900.0,0.0,1800.0,0.0
11/10/2016,7.33,6.33,7.0,31.1,5.0,2.0,12.0,3.4,7330.0,5063.999999999999,10500.0,18660.0,2750.0,20000.0,5400.0,3060.0
11/11/2016,10.66,1.759,4.0,33.0,6.0,0.0,1.0,1.0,10660.0,1407.1999999999998,6000.0,19800.0,3300.0,0.0,450.0,900.0
11/12/2016,8.0,3.825,7.0,56.5,10.0,0.0,1.0,1.2,8000.0,3059.9999999999995,10500.0,33900.0,5500.0,0.0,450.0,1080.0
11/13/2016,6.0,11.32,3.6,60.2,0.0,0.0,5.0,1.0,6000.0,9055.999999999998,5400.0,36120.0,0.0,0.0,2250.0,900.0
11/14/2016,10.0,4.726,3.8,50.5,5.0,3.0,1.0,1.0,10000.0,3780.7999999999993,5700.0,30300.0,2750.0,30000.0,450.0,900.0
11/15/2016,5.33,0.33,4.0,30.1,27.0,5.0,5.0,1.0,5330.0,264.0,6000.0,18060.0,14850.0,50000.0,2250.0,900.0
11/16/2016,4.0,3.167,4.0,38.912,5.0,0.0,10.0,1.0,4000.0,2533.5999999999995,6000.0,23347.2,2750.0,0.0,4500.0,900.0
11/17/2016,5.0,2.726,5.7,41.4,0.0,0.0,1.0,1.4,5000.0,2180.7999999999997,8550.0,24840.0,0.0,0.0,450.0,1260.0
11/18/2016,1.33,4.33,6.25,31.0,7.0,1.0,2.0,2.0,1330.0,3463.9999999999995,9375.0,18600.0,3850.0,10000.0,900.0,1800.0
11/19/2016,5.0,2.7,4.0,35.4,3.0,0.0,3.0,2.0,5000.0,2160.0,6000.0,21240.0,1650.0,0.0,1350.0,1800.0
11/20/2016,7.0,4.34,5.0,25.5,3.0,0.0,0.0,2.0,7000.0,3471.9999999999995,7500.0,15300.0,1650.0,0.0,0.0,1800.0
11/21/2016,1.34,3.34,5.25,30.0,1.0,0.0,13.0,3.0,1340.0,2671.9999999999995,7875.0,18000.0,550.0,0.0,5850.0,2700.0
11/22/2016,4.01,4.703,1.1,23.0,3.0,2.0,7.0,2.0,4010.0,3762.3999999999996,1650.0000000000002,13800.0,1650.0,20000.0,3150.0,1800.0
11/23/2016,3.0,4.33,3.7,44.124,5.0,0.0,0.0,1.0,3000.0,3463.9999999999995,5550.0,26474.4,2750.0,0.0,0.0,900.0
11/24/2016,8.67,4.333,6.0,28.0,2.0,0.0,10.0,3.0,8670.0,3466.3999999999996,9000.0,16800.0,1100.0,0.0,4500.0,2700.0
11/25/2016,7.34,5.0,7.0,21.0,20.0,4.0,5.0,1.0,7340.0,3999.9999999999995,10500.0,12600.0,11000.0,40000.0,2250.0,900.0
11/26/2016,3.33,5.0,4.0,36.0,9.0,3.0,12.0,2.0,3330.0,3999.9999999999995,6000.0,21600.0,4950.0,30000.0,5400.0,1800.0
11/27/2016,9.33,5.693,3.9,61.0,5.0,0.0,1.0,0.0,9330.0,4554.399999999999,5850.0,36600.0,2750.0,0.0,450.0,0.0
11/28/2016,4.5,1.363,2.05,23.0,5.0,0.0,12.0,0.0,4500.0,1090.3999999999999,3074.9999999999995,13800.0,2750.0,0.0,5400.0,0.0
11/29/2016,5.68,5.67,3.0,45.6,6.0,2.0,0.0,0.0,5680.0,4535.999999999999,4500.0,27360.0,3300.0,20000.0,0.0,0.0
11/30/2016,3.33,2.99,4.3,24.6,13.0,0.0,7.0,0.0,3330.0,2392.0,6450.0,14760.0,7150.0,0.0,3150.0,0.0
12/1/2016,4.5,2.363,1.5,55.662,8.0,0.0,9.0,0.0,4500.0,1890.3999999999996,2250.0,33397.2,4400.0,0.0,4050.0,0.0
12/2/2016,6.0,1.076,3.2,43.0,14.0,0.0,26.0,0.2,6000.0,860.8,4800.0,25800.0,7700.0,0.0,11700.0,180.0
12/3/2016,3.17,2.68,3.0,43.3,2.0,0.0,1.0,4.0,3170.0,2144.0,4500.0,25980.0,1100.0,0.0,450.0,3600.0
12/4/2016,7.0,9.123,2.9,67.0,4.0,0.0,0.0,0.0,7000.0,7298.399999999999,4350.0,40200.0,2200.0,0.0,0.0,0.0
12/5/2016,9.5,1.68,4.0,23.0,6.0,1.0,13.0,2.0,9500.0,1343.9999999999998,6000.0,13800.0,3300.0,10000.0,5850.0,1800.0
12/6/2016,6.0,5.09,4.4,27.2,4.0,0.0,20.0,1.0,6000.0,4071.999999999999,6600.000000000001,16320.0,2200.0,0.0,9000.0,900.0
12/7/2016,4.34,2.726,1.7,47.0,8.0,3.0,7.0,3.0,4340.0,2180.7999999999997,2550.0,28200.0,4400.0,30000.0,3150.0,2700.0
12/8/2016,5.67,1.67,5.0,35.7,9.0,0.0,2.0,0.0,5670.0,1335.9999999999998,7500.0,21420.0,4950.0,0.0,900.0,0.0
12/9/2016,5.66,1.67,4.0,35.062,2.0,0.0,0.0,2.0,5660.0,1335.9999999999998,6000.0,21037.199999999997,1100.0,0.0,0.0,1800.0
12/10/2016,7.34,6.33,10.1,45.4,1.0,0.0,15.0,2.0,7340.0,5063.999999999999,15150.0,27240.0,550.0,0.0,6750.0,1800.0
12/11/2016,3.34,4.726,8.55,62.062,7.0,0.0,14.0,1.0,3340.0,3780.7999999999993,12825.000000000002,37237.2,3850.0,0.0,6300.0,900.0
12/12/2016,3.66,2.429,3.1,44.5,28.33333333,3.0,21.0,4.0,3660.0,1943.1999999999996,4650.0,26700.0,15583.3333315,30000.0,9450.0,3600.0
12/13/2016,1.0,4.0,5.1,43.6,0.0,0.0,18.0,0.0,1000.0,3199.9999999999995,7649.999999999999,26160.0,0.0,0.0,8100.0,0.0
12/14/2016,5.83,3.78,5.65,32.2,21.0,0.0,10.0,1.2,5830.0,3023.9999999999995,8475.0,19320.0,11550.0,0.0,4500.0,1080.0
12/15/2016,9.66,3.33,1.0,22.8,8.0,0.0,5.0,1.0,9660.0,2663.9999999999995,1500.0,13680.0,4400.0,0.0,2250.0,900.0
12/16/2016,7.33,6.32,2.2,39.775,8.0,3.0,23.0,1.0,7330.0,5055.999999999999,3300.0000000000005,23865.0,4400.0,30000.0,10350.0,900.0
12/17/2016,5.99,2.66,4.15,59.95,10.0,0.0,6.0,1.0,5990.0,2128.0,6225.000000000001,35970.0,5500.0,0.0,2700.0,900.0
12/18/2016,1.67,5.02,4.2,60.7,13.0,0.0,5.0,1.0,1670.0,4015.999999999999,6300.0,36420.0,7150.0,0.0,2250.0,900.0
12/19/2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12/20/2016,6.33,3.66,4.0,46.0,12.0,2.0,1.0,0.0,6330.0,2927.9999999999995,6000.0,27600.0,6600.0,20000.0,450.0,0.0
12/21/2016,1.34,2.812,0.25,37.0,5.0,0.0,6.0,2.5,1340.0,2249.5999999999995,375.0,22200.0,2750.0,0.0,2700.0,2250.0
12/22/2016,4.34,4.165,3.8,38.4,1.0,0.0,5.0,0.0,4340.0,3331.9999999999995,5700.0,23040.0,550.0,0.0,2250.0,0.0
12/23/2016,5.33,4.67,1.15,32.0,6.0,0.0,8.0,2.0,5330.0,3735.9999999999995,1724.9999999999998,19200.0,3300.0,0.0,3600.0,1800.0
12/24/2016,6.33,6.7,4.2,82.0,4.0,1.0,2.0,1.0,6330.0,5359.999999999999,6300.0,49200.0,2200.0,10000.0,900.0,900.0
12/25/2016,2.33,7.627,5.7,79.8,0.0,0.0,9.0,1.0,2330.0,6101.5999999999985,8550.0,47880.0,0.0,0.0,4050.0,900.0
12/26/2016,10.33,4.66,2.0,58.924,6.0,0.0,2.0,2.0,10330.0,3727.9999999999995,3000.0,35354.4,3300.0,0.0,900.0,1800.0
12/27/2016,6.0,5.0,0.416666667,54.2,8.0,2.0,13.0,0.0,6000.0,3999.9999999999995,625.0000004999999,32520.0,4400.0,20000.0,5850.0,0.0
12/28/2016,4.34,6.33,6.45,57.2,7.0,0.0,13.0,0.0,4340.0,5063.999999999999,9675.0,34320.0,3850.0,0.0,5850.0,0.0
12/29/2016,11.0,6.01,6.35,81.2,4.0,3.0,6.0,2.0,11000.0,4807.999999999999,9525.0,48720.0,2200.0,30000.0,2700.0,1800.0
12/30/2016,5.66,8.99,7.3,161.0,13.0,0.0,3.0,0.0,5660.0,7191.999999999999,10950.0,96600.0,7150.0,0.0,1350.0,0.0
12/31/2016,8.33,7.759,7.45,108.7,7.0,0.0,12.0,0.0,8330.0,6207.2,11175.0,65220.0,3850.0,0.0,5400.0,0.0
1/1/2017,3.54375,3.95625,1.5625,25.675,8.75,1.875,6.25,0.625,3543.75,3164.9999999999995,2343.75,15405.0,4812.5,18750.0,2812.5,562.5
1/2/2017,0.2125,0.6375,0.625,32.0,0.0,0.625,3.125,3.125,212.5,509.9999999999999,937.5,19200.0,0.0,6250.0,1406.25,2812.5
1/3/2017,6.25,5.83125,4.625,66.8125,8.75,0.0,7.03125,1.875,6250.0,4664.999999999999,6937.5,40087.5,4812.5,0.0,3164.0625,1687.5
1/4/2017,6.804166667,5.970833333,6.416666667,56.76666667,10.0,1.25,5.0,2.916666667,6804.1666669999995,4776.6666663999995,9625.0000005,34060.000002,5500.0,12500.0,2250.0,2625.0000003
1/5/2017,7.504166667,7.879166667,5.208333333,62.20833333,14.58333333,0.0,11.25,2.5,7504.1666669999995,6303.333333599999,7812.4999995,37324.999998,8020.8333315,0.0,5062.5,2250.0
1/6/2017,4.583333333,3.05,5.625,65.5625,10.83333333,0.0,15.41666667,2.5,4583.333333,2439.9999999999995,8437.5,39337.5,5958.3333315,0.0,6937.5000015,2250.0
1/7/2017,2.916666667,5.154166667,5.958333333,34.625,8.75,0.0,2.5,0.0,2916.666667,4123.3333336,8937.4999995,20775.0,4812.5,0.0,1125.0,0.0
1/8/2017,5.416666667,1.859583333,5.083333333,25.375,10.0,2.083333333,3.333333333,1.666666667,5416.666667,1487.6666663999997,7624.9999995,15225.0,5500.0,20833.33333,1499.99999985,1500.0000003
1/9/2017,3.8875,4.057083333,2.583333333,56.125,9.166666667,0.416666667,1.666666667,2.083333333,3887.5,3245.666666399999,3874.9999995000003,33675.0,5041.666666849999,4166.66667,750.00000015,1874.9999997000002
1/10/2017,6.3875,4.73875,13.29166667,54.25,25.0,1.666666667,7.5,0.833333333,6387.5,3790.999999999999,19937.500004999998,32550.0,13750.0,16666.666670000002,3375.0,749.9999997
1/11/2017,9.308333333,5.501666667,9.166666667,51.04166667,20.0,1.25,1.666666667,2.916666667,9308.333333,4401.3333336,13750.000000499998,30625.000001999997,11000.0,12500.0,750.00000015,2625.0000003
1/12/2017,8.333333333,5.196666667,8.75,65.9375,14.16666667,1.25,4.583333333,1.666666667,8333.333333,4157.3333336,13125.0,39562.5,7791.6666685,12500.0,2062.4999998499998,1500.0000003
1/13/2017,6.804166667,3.891666667,9.541666667,54.41666667,19.58333333,0.0,3.333333333,1.333333333,6804.1666669999995,3113.3333335999996,14312.500000499998,32650.000001999997,10770.8333315,0.0,1499.99999985,1199.9999997
1/14/2017,5.975,4.364583333,7.708333333,47.91666667,16.66666667,0.833333333,5.416666667,2.083333333,5975.0,3491.666666399999,11562.4999995,28750.000001999997,9166.6666685,8333.33333,2437.5000001500002,1874.9999997000002
1/15/2017,8.05,6.525,9.083333333,38.79166667,15.41666667,0.0,7.5,1.25,8050.000000000001,5219.999999999999,13624.999999500002,23275.000001999997,8479.1666685,0.0,3375.0,1125.0
1/16/2017,6.670833333,4.029166667,8.041666667,63.5625,12.5,0.416666667,7.083333333,2.083333333,6670.833333,3223.3333335999996,12062.500000499998,38137.5,6875.0,4166.66667,3187.4999998499998,1874.9999997000002
1/17/2017,7.225,4.139166667,5.291666667,48.45833333,13.33333333,1.666666667,3.75,2.5,7225.0,3311.333333599999,7937.5000005,29074.999998000003,7333.3333315,16666.666670000002,1687.5,2250.0
1/18/2017,6.741666667,4.445833333,6.5,45.95833333,16.66666667,1.25,5.833333333,0.833333333,6741.6666669999995,3556.6666664,9750.0,27574.999998000003,9166.6666685,12500.0,2624.9999998499998,749.9999997
1/19/2017,5.0,5.7,7.833333333,37.75,15.83333333,0.0,2.5,3.333333333,5000.0,4559.999999999999,11749.9999995,22650.0,8708.3333315,0.0,1125.0,2999.9999997
1/20/2017,3.608333333,4.73875,4.125,37.625,23.33333333,2.916666667,12.5,2.5,3608.333333,3790.999999999999,6187.5,22575.0,12833.3333315,29166.66667,5625.0,2250.0
1/21/2017,5.695833333,2.4,4.583333333,50.20833333,15.0,2.083333333,4.583333333,2.916666667,5695.8333330000005,1919.9999999999995,6874.9999995,30124.999998000003,8250.0,20833.33333,2062.4999998499998,2625.0000003
1/22/2017,4.5125,5.0075,5.125,37.02083333,19.16666667,1.25,9.166666667,1.666666667,4512.5,4005.9999999999995,7687.5,22212.499998000003,10541.6666685,12500.0,4125.000000149999,1500.0000003
1/23/2017,5.1375,4.505,6.291666667,41.75,15.83333333,0.833333333,2.5,1.666666667,5137.5,3603.9999999999995,9437.5000005,25050.0,8708.3333315,8333.33333,1125.0,1500.0000003
1/24/2017,6.1125,5.770833333,10.95833333,40.08333333,11.25,0.0,10.0,2.916666667,6112.5,4616.6666663999995,16437.499995000002,24049.999998000003,6187.5,0.0,4500.0,2625.0000003
1/25/2017,7.779166667,5.108333333,7.666666667,51.1875,18.75,2.083333333,13.75,2.291666667,7779.166667,4086.6666663999995,11500.0000005,30712.5,10312.5,20833.33333,6187.5,2062.5000003
1/26/2017,5.979166667,5.224583333,7.041666667,36.625,13.75,0.833333333,8.333333333,0.0,5979.166667,4179.6666663999995,10562.5000005,21975.0,7562.5,8333.33333,3749.99999985,0.0
1/27/2017,7.85,7.54125,5.166666667,42.60916667,21.25,2.083333333,9.583333333,1.25,7850.0,6032.999999999999,7750.0000005,25565.500002,11687.5,20833.33333,4312.499999850001,1125.0
1/28/2017,5.970833333,6.1125,2.25,32.08333333,9.166666667,0.0,1.666666667,1.25,5970.833333,4889.999999999999,3375.0,19249.999998000003,5041.666666849999,0.0,750.00000015,1125.0
1/29/2017,5.141666667,7.783333333,5.333333333,54.16666667,15.83333333,2.5,9.583333333,3.333333333,5141.666667,6226.666666399999,7999.9999995,32500.000001999997,8708.3333315,25000.0,4312.499999850001,2999.9999997
1/30/2017,8.058333333,5.61625,7.0,35.5175,17.08333333,4.166666667,7.083333333,4.166666667,8058.3333330000005,4492.999999999999,10500.0,21310.5,9395.8333315,41666.666670000006,3187.4999998499998,3750.0000003000005
1/31/2017,4.441666667,4.254583333,2.833333333,47.25,13.33333333,0.833333333,2.916666667,1.666666667,4441.6666669999995,3403.6666663999995,4249.9999995,28350.0,7333.3333315,8333.33333,1312.50000015,1500.0000003
2/1/2017,7.375,5.188333333,6.041666667,31.625,10.83333333,0.416666667,8.333333333,2.083333333,7375.0,4150.6666663999995,9062.5000005,18975.0,5958.3333315,4166.66667,3749.99999985,1874.9999997000002
2/2/2017,8.195833333,6.211666667,6.416666667,42.29166667,9.166666667,0.416666667,0.416666667,0.833333333,8195.833332999999,4969.3333336,9625.0000005,25375.000001999997,5041.666666849999,4166.66667,187.50000015,749.9999997
2/3/2017,7.6375,6.255416667,9.0,42.90083333,15.83333333,2.5,7.083333333,0.833333333,7637.5,5004.3333336,13500.0,25740.499998,8708.3333315,25000.0,3187.4999998499998,749.9999997
2/4/2017,7.779166667,4.166666667,4.416666667,27.70833333,12.08333333,0.833333333,7.5,3.75,7779.166667,3333.3333335999996,6625.0000005,16624.999998,6645.8333315,8333.33333,3375.0,3375.0
2/5/2017,10.67,10.725,5.0,38.6,1.0,0.0,11.0,1.1,10670.0,8579.999999999998,7500.0,23160.0,550.0,0.0,4950.0,990.0000000000001
2/6/2017,10.0,5.0,4.4,13.0,3.0,2.0,5.0,0.0,10000.0,3999.9999999999995,6600.000000000001,7800.0,1650.0,20000.0,2250.0,0.0
2/7/2017,3.0,0.33,3.5,13.8,3.0,0.0,7.0,2.0,3000.0,264.0,5250.0,8280.0,1650.0,0.0,3150.0,1800.0
2/8/2017,11.0,1.67,4.0,36.0,7.0,0.0,10.0,2.0,11000.0,1335.9999999999998,6000.0,21600.0,3850.0,0.0,4500.0,1800.0
2/9/2017,3.9825,1.76,4.0,20.4,6.0,0.0,0.0,1.0,3982.5,1407.9999999999998,6000.0,12240.0,3300.0,0.0,0.0,900.0
2/10/2017,4.01,3.34,4.75,23.2,5.0,0.0,2.0,0.0,4010.0,2671.9999999999995,7125.0,13920.0,2750.0,0.0,900.0,0.0
2/11/2017,5.33,6.32,5.1,12.4,11.0,1.0,1.0,3.0,5330.0,5055.999999999999,7649.999999999999,7440.0,6050.0,10000.0,450.0,2700.0
2/12/2017,10.0,10.67,7.8,27.4,4.0,0.0,2.0,1.0,10000.0,8535.999999999998,11700.0,16440.0,2200.0,0.0,900.0,900.0
2/13/2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/14/2017,4.33,5.0,2.1,22.0,0.0,0.0,1.0,1.0,4330.0,3999.9999999999995,3150.0,13200.0,0.0,0.0,450.0,900.0
2/15/2017,6.0,2.67,2.0,19.2,1.0,0.0,1.0,1.0,6000.0,2135.9999999999995,3000.0,11520.0,550.0,0.0,450.0,900.0
2/16/2017,3.66,4.66,1.0,31.6,2.0,0.0,0.0,3.0,3660.0,3727.9999999999995,1500.0,18960.0,1100.0,0.0,0.0,2700.0
2/17/2017,3.0,2.802,2.1,12.25,4.0,0.0,8.0,1.2,3000.0,2241.6,3150.0,7350.0,2200.0,0.0,3600.0,1080.0
2/18/2017,7.0,4.0,2.35,30.0,10.0,0.0,0.0,3.1,7000.0,3199.9999999999995,3525.0,18000.0,5500.0,0.0,0.0,2790.0
2/19/2017,3.34,3.516,2.2,13.0,1.0,0.0,8.0,1.0,3340.0,2812.7999999999997,3300.0000000000005,7800.0,550.0,0.0,3600.0,900.0
2/20/2017,5.0,3.76,4.5,33.1,2.0,0.0,1.0,3.0,5000.0,3007.9999999999995,6750.0,19860.0,1100.0,0.0,450.0,2700.0
2/21/2017,5.0,4.155,4.0,22.9,14.0,0.0,8.0,1.0,5000.0,3323.9999999999995,6000.0,13740.0,7700.0,0.0,3600.0,900.0
2/22/2017,3.67,2.429,7.2,21.1,9.0,0.0,5.0,0.0,3670.0,1943.1999999999996,10800.0,12660.0,4950.0,0.0,2250.0,0.0
2/23/2017,6.67,5.67,4.05,24.1,5.0,1.0,8.0,2.0,6670.0,4535.999999999999,6075.0,14460.0,2750.0,10000.0,3600.0,1800.0
2/24/2017,1.0,4.67,4.0,29.8,10.0,1.0,7.0,1.0,1000.0,3735.9999999999995,6000.0,17880.0,5500.0,10000.0,3150.0,900.0
2/25/2017,6.0,6.34,5.25,24.0,6.875,0.0,2.0,0.0,6000.0,5071.999999999999,7875.0,14400.0,3781.25,0.0,900.0,0.0
2/26/2017,5.33,5.33,3.2,15.7,3.0,0.0,5.0,1.2,5330.0,4263.999999999999,4800.0,9420.0,1650.0,0.0,2250.0,1080.0
2/27/2017,5.67,3.68,7.0,16.4,14.0,0.0,7.0,2.0,5670.0,2943.9999999999995,10500.0,9840.0,7700.0,0.0,3150.0,1800.0
2/28/2017,5.34,5.02,7.5,26.4,9.0,2.0,18.0,0.0,5340.0,4015.999999999999,11250.0,15840.0,4950.0,20000.0,8100.0,0.0
3/1/2017,4.0,4.66,5.0,15.1,17.0,0.0,5.0,2.0,4000.0,3727.9999999999995,7500.0,9060.0,9350.0,0.0,2250.0,1800.0
3/2/2017,5.0,7.13,3.0,13.0,1.0,1.0,1.0,2.0,5000.0,5703.999999999999,4500.0,7800.0,550.0,10000.0,450.0,1800.0
3/3/2017,9.0,2.99,4.0,12.9,9.0,1.0,6.0,4.0,9000.0,2392.0,6000.0,7740.0,4950.0,10000.0,2700.0,3600.0
3/4/2017,5.01,3.67,3.1,17.0,0.0,0.0,5.0,4.5,5010.0,2935.9999999999995,4650.0,10200.0,0.0,0.0,2250.0,4050.0
3/5/2017,12.33,4.33,5.0,33.9,3.0,0.0,6.0,5.0,12330.0,3463.9999999999995,7500.0,20340.0,1650.0,0.0,2700.0,4500.0
3/6/2017,6.83,2.33,1.1,19.6,1.0,0.0,0.0,3.0,6830.0,1863.9999999999998,1650.0000000000002,11760.0,550.0,0.0,0.0,2700.0
3/7/2017,2.34,5.33,6.5,15.0,4.0,0.0,0.0,2.0,2340.0,4263.999999999999,9750.0,9000.0,2200.0,0.0,0.0,1800.0
3/8/2017,1.0,2.34,0.0,15.2,4.0,0.0,0.0,3.0,1000.0,1871.9999999999995,0.0,9120.0,2200.0,0.0,0.0,2700.0
3/9/2017,11.33,2.33,6.0,26.9,6.0,1.0,0.0,2.5,11330.0,1863.9999999999998,9000.0,16140.0,3300.0,10000.0,0.0,2250.0
3/10/2017,2.0,4.33,4.6,26.3,8.0,1.0,0.0,1.0,2000.0,3463.9999999999995,6899.999999999999,15780.0,4400.0,10000.0,0.0,900.0
3/11/2017,6.33,4.066,6.0,20.1,2.0,1.0,5.0,3.5,6330.0,3252.7999999999993,9000.0,12060.0,1100.0,10000.0,2250.0,3150.0
3/12/2017,7.68,7.01,2.0,48.0,6.0,4.0,15.0,2.0,7680.0,5607.999999999999,3000.0,28800.0,3300.0,40000.0,6750.0,1800.0
3/13/2017,2.33,0.68,2.7,17.8,2.0,0.0,10.0,0.0,2330.0,544.0,4050.0000000000005,10680.0,1100.0,0.0,4500.0,0.0
3/14/2017,2.67,1.34,3.0,15.0,5.0,0.0,5.0,1.0,2670.0,1072.0,4500.0,9000.0,2750.0,0.0,2250.0,900.0
3/15/2017,3.66,1.703,2.5,14.6,4.0,0.0,0.0,0.0,3660.0,1362.3999999999999,3750.0,8760.0,2200.0,0.0,0.0,0.0
3/16/2017,6.0,4.056,4.75,28.2,4.0,0.0,1.0,3.0,6000.0,3244.7999999999997,7125.0,16920.0,2200.0,0.0,450.0,2700.0
3/17/2017,4.33,2.802,0.0,11.0,14.0,0.0,3.0,3.0,4330.0,2241.6,0.0,6600.0,7700.0,0.0,1350.0,2700.0
3/18/2017,5.0,4.38,4.25,20.4,3.0,0.0,1.0,1.0,5000.0,3503.9999999999995,6375.0,12240.0,1650.0,0.0,450.0,900.0
3/19/2017,10.0,3.693,2.0,39.1,3.0,0.0,5.0,3.0,10000.0,2954.3999999999996,3000.0,23460.0,1650.0,0.0,2250.0,2700.0
3/20/2017,1.66,6.683,4.7,16.1,3.0,0.0,7.0,3.0,1660.0,5346.399999999999,7050.0,9660.0,1650.0,0.0,3150.0,2700.0
3/21/2017,9.16,2.03,2.2,12.6,4.0,0.0,1.0,5.3,9160.0,1623.9999999999995,3300.0000000000005,7560.0,2200.0,0.0,450.0,4770.0
3/22/2017,1.66,5.023,2.0,16.4,7.0,0.0,2.0,2.0,1660.0,4018.399999999999,3000.0,9840.0,3850.0,0.0,900.0,1800.0
3/23/2017,7.34,2.133,1.0,13.3,8.0,0.0,6.0,3.5,7340.0,1706.3999999999999,1500.0,7980.0,4400.0,0.0,2700.0,3150.0
3/24/2017,1.67,3.0,4.5,12.3,7.0,0.0,5.0,6.3,1670.0,2399.9999999999995,6750.0,7380.0,3850.0,0.0,2250.0,5670.0
3/25/2017,10.0,5.49,1.0,33.3,3.0,0.0,0.0,4.0,10000.0,4392.0,1500.0,19980.0,1650.0,0.0,0.0,3600.0
3/26/2017,5.34,5.36,3.45,18.0,4.0,0.0,10.0,8.0,5340.0,4288.0,5175.0,10800.0,2200.0,0.0,4500.0,7200.0
3/27/2017,4.84,3.463,3.5,14.8,5.0,0.0,1.0,4.0,4840.0,2770.3999999999996,5250.0,8880.0,2750.0,0.0,450.0,3600.0
3/28/2017,2.67,2.67,7.0,22.0,14.0,0.0,0.0,6.0,2670.0,2135.9999999999995,10500.0,13200.0,7700.0,0.0,0.0,5400.0
3/29/2017,6.34,1.34,4.0,12.9,3.0,0.0,7.0,4.5,6340.0,1072.0,6000.0,7740.0,1650.0,0.0,3150.0,4050.0
3/30/2017,1.33,2.693,5.0,9.5,9.0,0.0,0.0,2.0,1330.0,2154.3999999999996,7500.0,5700.0,4950.0,0.0,0.0,1800.0
3/31/2017,4.0,2.0,3.5,22.2,2.0,0.0,2.0,6.0,4000.0,1599.9999999999998,5250.0,13320.0,1100.0,0.0,900.0,5400.0
4/1/2017,2.33,2.0,2.0,34.0,2.0,0.0,1.0,3.0,2330.0,1599.9999999999998,3000.0,20400.0,1100.0,0.0,450.0,2700.0
4/2/2017,6.67,4.223,4.0,23.0,4.0,0.0,9.0,12.4,6670.0,3378.3999999999996,6000.0,13800.0,2200.0,0.0,4050.0,11160.0
4/3/2017,6.33,1.0,5.6,25.6,8.0,0.0,20.0,3.0,6330.0,799.9999999999999,8400.0,15360.0,4400.0,0.0,9000.0,2700.0
4/4/2017,0.33,1.033,2.2,8.0,2.0,0.0,5.0,5.5,330.0,826.3999999999999,3300.0000000000005,4800.0,1100.0,0.0,2250.0,4950.0
4/5/2017,5.0,0.231,0.2,13.6,9.0,2.0,6.0,1.0,5000.0,184.79999999999998,300.0,8160.0,4950.0,20000.0,2700.0,900.0
4/6/2017,5.0,0.66,3.1,10.9,4.0,1.0,0.0,1.0,5000.0,528.0,4650.0,6540.0,2200.0,10000.0,0.0,900.0
4/7/2017,3.5,4.0,2.0,16.0,5.0,0.0,5.0,5.0,3500.0,3199.9999999999995,3000.0,9600.0,2750.0,0.0,2250.0,4500.0
4/8/2017,7.51,8.759,2.05,23.0,3.0,0.0,11.0,6.0,7510.0,7007.199999999999,3074.9999999999995,13800.0,1650.0,0.0,4950.0,5400.0
4/9/2017,4.99,5.34,8.25,22.0,3.0,0.0,0.0,1.0,4990.0,4271.999999999999,12375.0,13200.0,1650.0,0.0,0.0,900.0
4/10/2017,8.66,1.363,1.05,27.5,1.0,0.0,4.0,4.0,8660.0,1090.3999999999999,1575.0,16500.0,550.0,0.0,1800.0,3600.0
4/11/2017,4.0,2.33,3.0,17.0,5.0,0.0,11.0,1.0,4000.0,1863.9999999999998,4500.0,10200.0,2750.0,0.0,4950.0,900.0
4/12/2017,11.99,3.32,3.35,11.0,10.0,2.0,10.0,4.0,11990.0,2655.9999999999995,5025.0,6600.0,5500.0,20000.0,4500.0,3600.0
4/13/2017,5.0,2.439,2.0,30.9,1.0,0.0,2.0,5.0,5000.0,1951.1999999999998,3000.0,18540.0,550.0,0.0,900.0,4500.0
4/14/2017,7.34,4.98,5.0,13.0,3.0,0.0,16.0,4.0,7340.0,3984.0,7500.0,7800.0,1650.0,0.0,7200.0,3600.0
